onset-to-death,onset-to-hospital-admission,onset-to-ICU-admission,Hospital-Admission-to-death
14.617382528341796,6.719862503365844,7.483035171498581,10.836670451071672
14.665769795521244,6.708123685997936,7.482413528235144,10.783776677503958
14.665535592147803,6.743987387772302,7.48388726214111,10.729384197506787
14.68333525245628,6.702097819885266,7.431627455203989,10.781413936070821
14.621094034560002,6.7022162775953635,7.4569182568741255,10.784893822453224
14.683362003950055,6.695409982041124,7.464737931389526,10.841166634346997
14.618821722368235,6.724982801530277,7.455724283355826,10.853082165702927
14.663319674543924,6.697488844576295,7.44601598169573,10.812975955139265
14.73600322453706,6.6994304449095425,7.446375895174307,10.779929099128085
14.670143347250033,6.706334007922618,7.463196494463726,10.878138034779424
14.64170035967463,6.706874113007778,7.447401849774695,10.800767885683195
14.656391694893117,6.721333334430309,7.46816220949092,10.874000228257731
14.67854589279435,6.71440554968251,7.417694150021197,10.809571891325318
14.652422342250802,6.713597369932097,7.436361934403935,10.738278057407209
14.559367737449476,6.698252337211037,7.477065810863462,10.771271106903598
14.788123773539784,6.703377943951554,7.405478186333042,10.774058034549679
14.7137710098312,6.702531498745003,7.4079480215365106,10.7471364085889
14.726506648385387,6.697974872109602,7.490550270920103,10.790104398436464
14.664326074252354,6.733663902595941,7.5008481988765645,10.755884476125802
14.63271306774053,6.717298445741357,7.499983014471928,10.791163752489778
14.682038901598647,6.716637758986869,7.4948243253005895,10.765281183803976
14.610872904478803,6.687554604510705,7.470915505459779,10.760771553315768
14.701837759618556,6.687554604510705,7.443804288582179,10.813920998815535
14.592611085342869,6.7291525520655595,7.469319504946564,10.819792083555924
14.733296759131662,6.7009826787629985,7.44522855314901,10.786139283961425
14.69918245446118,6.720342631824185,7.451559492545792,10.88010175186792
14.61036875222371,6.707330241576482,7.4782393828815215,10.710808276262584
14.659127390819577,6.714948027166481,7.481976961976208,10.752606999180458
14.63415270304218,6.731722429940628,7.448537021194888,10.78232304520443
14.678998715091641,6.690243217755383,7.4371803957152,10.714866802648048
